1_24kb,11669,2,0.05260896682739258
2_360kb,17024,3,7.200241088867188e-05
3_2mb,1816172,240,0.02521204948425293
4_10mb,969865,119,0.013842105865478516
5_15mb,1548020,214,0.06403088569641113
6_18mb,1691019,233,0.09073090553283691
7_19mb,1997361,250,0.03490042686462402
