lorem_340,2536,0.0004131793975830078
lorem_345,2560,1.6689300537109375e-05
lorem_350,2599,1.3113021850585938e-05
lorem_355,2636,1.2874603271484375e-05
lorem_360,2675,1.2159347534179688e-05
lorem_365,2709,1.2874603271484375e-05
lorem_370,2731,0.0004119873046875
lorem_375,2781,0.0004200935363769531
lorem_380,2830,1.71661376953125e-05
lorem_385,2861,1.2874603271484375e-05
lorem_390,2882,1.2159347534179688e-05
lorem_395,2937,1.3113021850585938e-05
lorem_400,2986,1.3113021850585938e-05
lorem_405,2986,1.2874603271484375e-05
lorem_410,3040,1.2159347534179688e-05
lorem_415,3080,1.2874603271484375e-05
lorem_420,3140,1.1920928955078125e-05
lorem_425,3150,1.3113021850585938e-05
lorem_430,3186,1.1920928955078125e-05
lorem_435,3230,1.1920928955078125e-05
lorem_440,3269,0.00043320655822753906
lorem_445,3308,1.6689300537109375e-05
lorem_450,3341,1.3828277587890625e-05
lorem_455,3389,1.2874603271484375e-05
lorem_460,3446,1.3113021850585938e-05
lorem_465,3442,1.2159347534179688e-05
lorem_470,3450,1.2874603271484375e-05
lorem_475,3501,1.3113021850585938e-05
lorem_480,3543,1.2874603271484375e-05
lorem_485,3615,1.3113021850585938e-05
lorem_490,3635,0.00042700767517089844
lorem_495,3659,1.5974044799804688e-05
lorem_500,3710,1.2874603271484375e-05
lorem_505,3783,0.00042319297790527344
lorem_510,3786,1.5735626220703125e-05
lorem_515,3821,1.2874603271484375e-05
lorem_520,3861,1.2874603271484375e-05
lorem_525,3903,1.2159347534179688e-05
lorem_530,3918,1.4066696166992188e-05
lorem_535,3965,0.0004291534423828125
lorem_540,4005,0.00043582916259765625
lorem_545,4037,2.09808349609375e-05
lorem_550,4088,1.7881393432617188e-05
lorem_555,4107,1.6689300537109375e-05
lorem_560,4166,1.6927719116210938e-05
lorem_565,4188,1.6927719116210938e-05
lorem_570,4240,1.6927719116210938e-05
lorem_575,4269,0.000431060791015625
lorem_580,4315,1.6927719116210938e-05
lorem_585,4322,0.00042700767517089844
lorem_590,4371,1.621246337890625e-05
lorem_595,4436,1.71661376953125e-05
lorem_600,4447,1.621246337890625e-05
lorem_605,4516,1.71661376953125e-05
lorem_610,4506,1.2874603271484375e-05
lorem_615,4600,1.1920928955078125e-05
lorem_620,4578,1.6927719116210938e-05
lorem_625,4652,2.3126602172851562e-05
lorem_630,4668,1.2874603271484375e-05
lorem_635,4674,1.1920928955078125e-05
lorem_640,4742,1.3113021850585938e-05
lorem_645,4788,1.1682510375976562e-05
lorem_650,4814,1.2159347534179688e-05
lorem_655,4853,1.1920928955078125e-05
lorem_660,4891,1.2874603271484375e-05
lorem_665,4895,1.3113021850585938e-05
lorem_670,4988,1.1920928955078125e-05
lorem_675,5031,1.1920928955078125e-05
lorem_680,5055,1.6927719116210938e-05
lorem_685,5066,1.5974044799804688e-05
lorem_690,5126,0.0004413127899169922
lorem_695,5158,2.47955322265625e-05
lorem_700,5177,1.3113021850585938e-05
lorem_705,5253,1.5735626220703125e-05
lorem_710,5271,0.0004279613494873047
lorem_715,5318,2.288818359375e-05
lorem_720,5353,0.0004189014434814453
lorem_725,5378,1.71661376953125e-05
lorem_730,5417,0.0004322528839111328
lorem_735,5455,2.3126602172851562e-05
lorem_740,5501,1.4066696166992188e-05
lorem_745,5525,0.0004169940948486328
lorem_750,5569,1.6927719116210938e-05
lorem_755,5619,1.4066696166992188e-05
lorem_760,5635,1.2874603271484375e-05
lorem_765,5691,1.2874603271484375e-05
lorem_770,5711,1.3113021850585938e-05
lorem_775,5715,0.00043892860412597656
lorem_780,5799,1.811981201171875e-05
lorem_785,5801,1.7881393432617188e-05
lorem_790,5846,1.52587890625e-05
lorem_795,5878,1.9073486328125e-05
lorem_800,5950,1.71661376953125e-05
lorem_805,6002,1.5974044799804688e-05
lorem_810,6011,1.6927719116210938e-05
lorem_815,6045,0.00043487548828125
lorem_820,6054,1.5735626220703125e-05
lorem_825,6110,0.0004401206970214844
lorem_830,6173,2.3126602172851562e-05
lorem_835,6216,1.6689300537109375e-05
lorem_840,6217,1.6927719116210938e-05
lorem_845,6259,1.6927719116210938e-05
lorem_850,6322,1.3113021850585938e-05
lorem_855,6336,1.71661376953125e-05
lorem_860,6366,1.5020370483398438e-05
lorem_865,6406,1.5974044799804688e-05
lorem_870,6485,1.5735626220703125e-05
lorem_875,6496,1.5974044799804688e-05
lorem_880,6508,1.5735626220703125e-05
lorem_885,6565,0.0004401206970214844
lorem_890,6614,1.621246337890625e-05
lorem_895,6628,1.3113021850585938e-05
lorem_900,6689,1.2874603271484375e-05
lorem_905,6728,1.3113021850585938e-05
lorem_910,6754,0.0004279613494873047
lorem_915,6782,1.7881393432617188e-05
lorem_920,6827,1.811981201171875e-05
lorem_925,6858,0.00041413307189941406
lorem_930,6912,1.5735626220703125e-05
lorem_935,6928,1.3113021850585938e-05
lorem_940,6990,0.00041222572326660156
lorem_945,7011,1.6927719116210938e-05
lorem_950,7044,1.2874603271484375e-05
lorem_955,7087,1.2874603271484375e-05
lorem_960,7114,1.2874603271484375e-05
lorem_965,7175,1.3113021850585938e-05
lorem_970,7232,1.2874603271484375e-05
lorem_975,7233,1.2874603271484375e-05
lorem_980,7268,1.3113021850585938e-05
lorem_985,7301,0.00040984153747558594
lorem_990,7351,1.5974044799804688e-05
lorem_995,7390,1.3113021850585938e-05
lorem_1000,7399,1.2874603271484375e-05
