Key,Value_Length,Write_Duration
lorem_270,2014,0.0018601417541503906
lorem_275,2043,0.0015380382537841797
lorem_280,2074,0.001505136489868164
lorem_285,2102,0.0016751289367675781
lorem_290,2152,0.0015177726745605469
lorem_295,2169,0.001538991928100586
lorem_300,2231,0.0015282630920410156
lorem_305,2275,0.0017042160034179688
lorem_310,2328,0.00152587890625
lorem_315,2334,0.0015382766723632812
lorem_320,2399,0.0015168190002441406
lorem_325,2401,0.001531839370727539
lorem_330,2460,0.0016667842864990234
lorem_335,2471,0.0015511512756347656
lorem_340,2523,0.0015523433685302734
lorem_345,2549,0.0015532970428466797
lorem_350,2590,0.0015249252319335938
lorem_355,2637,0.0016028881072998047
lorem_360,2671,0.0015559196472167969
lorem_365,2712,0.0015392303466796875
lorem_370,2735,0.0015017986297607422
lorem_375,2780,0.0015730857849121094
lorem_380,2826,0.0015048980712890625
lorem_385,2863,0.0018849372863769531
lorem_390,2917,0.0015380382537841797
lorem_395,2914,0.0015189647674560547
lorem_400,2999,0.0014920234680175781
lorem_405,3022,0.0015511512756347656
lorem_410,3012,0.0015540122985839844
lorem_415,3078,0.0017507076263427734
lorem_420,3122,0.0015850067138671875
lorem_425,3161,0.0015261173248291016
lorem_430,3166,0.0014929771423339844
lorem_435,3248,0.001544952392578125
lorem_440,3271,0.0015430450439453125
lorem_445,3333,0.0017018318176269531
lorem_450,3323,0.0015659332275390625
lorem_455,3370,0.0015659332275390625
lorem_460,3407,0.0016090869903564453
lorem_465,3444,0.0015499591827392578
lorem_470,3483,0.0014641284942626953
lorem_475,3525,0.001798868179321289
lorem_480,3556,0.00150299072265625
lorem_485,3615,0.0015308856964111328
lorem_490,3616,0.0015480518341064453
lorem_495,3638,0.0015048980712890625
lorem_500,3729,0.0015287399291992188
lorem_505,3754,0.001512289047241211
lorem_510,3775,0.001528024673461914
lorem_515,3824,0.001531839370727539
lorem_520,3857,0.0016970634460449219
lorem_525,3879,0.001505136489868164
lorem_530,3934,0.0015292167663574219
lorem_535,3967,0.001661062240600586
lorem_540,4001,0.0015370845794677734
lorem_545,4041,0.0015790462493896484
lorem_550,4081,0.0015780925750732422
lorem_555,4121,0.0015101432800292969
lorem_560,4144,0.0015249252319335938
lorem_565,4205,0.001898050308227539
lorem_570,4221,0.001489877700805664
lorem_575,4271,0.0015091896057128906
lorem_580,4286,0.0016901493072509766
lorem_585,4341,0.0015380382537841797
lorem_590,4368,0.0017240047454833984
lorem_595,4418,0.0015459060668945312
lorem_600,4446,0.0016748905181884766
lorem_605,4513,0.0015521049499511719
lorem_610,4523,0.0016908645629882812
lorem_615,4565,0.0015270709991455078
lorem_620,4618,0.0015232563018798828
lorem_625,4644,0.0015358924865722656
lorem_630,4675,0.0015521049499511719
lorem_635,4712,0.0015380382537841797
lorem_640,4736,0.001867055892944336
lorem_645,4797,0.0014851093292236328
lorem_650,4816,0.0016782283782958984
lorem_655,4845,0.0015387535095214844
lorem_660,4894,0.0015010833740234375
lorem_665,4952,0.001497030258178711
lorem_670,4974,0.0015020370483398438
lorem_675,4978,0.0015292167663574219
lorem_680,5061,0.0015037059783935547
lorem_685,5081,0.0017781257629394531
lorem_690,5122,0.0018589496612548828
lorem_695,5159,0.0015201568603515625
lorem_700,5219,0.0016779899597167969
lorem_705,5251,0.0015211105346679688
lorem_710,5252,0.0015249252319335938
lorem_715,5304,0.001499176025390625
lorem_720,5328,0.0015559196472167969
lorem_725,5380,0.0015590190887451172
lorem_730,5416,0.0015480518341064453
lorem_735,5464,0.0015492439270019531
lorem_740,5482,0.0014719963073730469
lorem_745,5527,0.0015308856964111328
lorem_750,5560,0.0015070438385009766
lorem_755,5590,0.001889944076538086
lorem_760,5643,0.0015530586242675781
lorem_765,5669,0.00151824951171875
lorem_770,5716,0.0015189647674560547
lorem_775,5768,0.0015139579772949219
lorem_780,5783,0.0015411376953125
lorem_785,5812,0.001561880111694336
lorem_790,5873,0.0016789436340332031
lorem_795,5901,0.0015430450439453125
lorem_800,5921,0.001524209976196289
lorem_805,5990,0.0015261173248291016
lorem_810,5996,0.0017371177673339844
lorem_815,6045,0.0016050338745117188
lorem_820,6081,0.0016231536865234375
lorem_825,6084,0.0015728473663330078
lorem_830,6152,0.0017228126525878906
lorem_835,6214,0.001516103744506836
lorem_840,6284,0.0017600059509277344
lorem_845,6260,0.0015454292297363281
lorem_850,6288,0.0015339851379394531
lorem_855,6351,0.001544952392578125
lorem_860,6384,0.0017201900482177734
lorem_865,6425,0.0014829635620117188
lorem_870,6451,0.0015292167663574219
lorem_875,6501,0.0016770362854003906
lorem_880,6497,0.001558065414428711
lorem_885,6558,0.001497030258178711
lorem_890,6614,0.0015480518341064453
lorem_895,6643,0.0017001628875732422
lorem_900,6675,0.0015170574188232422
lorem_905,6717,0.001641988754272461
lorem_910,6754,0.001600027084350586
lorem_915,6795,0.0018129348754882812
lorem_920,6827,0.0015039443969726562
lorem_925,6873,0.0015208721160888672
lorem_930,6909,0.001672983169555664
lorem_935,6959,0.0015418529510498047
lorem_940,6989,0.0015411376953125
lorem_945,6976,0.0015840530395507812
lorem_950,7014,0.0015439987182617188
lorem_955,7090,0.0015659332275390625
lorem_960,7172,0.0015528202056884766
lorem_965,7162,0.001544952392578125
lorem_970,7212,0.001567840576171875
lorem_975,7206,0.0017261505126953125
lorem_980,7266,0.0015327930450439453
lorem_985,7326,0.0015461444854736328
lorem_990,7346,0.001661062240600586
lorem_995,7381,0.0015790462493896484
lorem_1000,7423,0.0015420913696289062
